fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,density,pH,sulphates,alcohol,approved
7.7,0.59,0.25,1.8,0.155,1.0,0.997,3.36,0.74,9.5,1
7.6,0.23,0.37,3.2,0.119,6.7,0.9987,3.58,0.79,12.7,1
9.5,0.44,0.24,1.7,0.112,11.5,0.9981,3.45,0.6,12.1,0
5.1,0.47,0.36,3.6,0.129,25.2,1.0004,3.22,0.68,11.0,1
11.5,0.9,0.23,7.0,0.075,26.6,0.9972,3.22,0.47,9.4,0
9.9,0.52,0.64,2.3,0.114,1.0,0.996,3.37,0.57,9.4,0
7.6,0.3,0.45,8.2,0.082,22.4,0.995,3.4,0.66,8.9,0
8.9,0.68,0.13,8.1,0.052,12.0,0.9971,3.19,0.99,10.4,0
10.6,0.48,0.01,1.6,0.024,19.6,0.9948,3.58,0.42,11.5,0
6.5,0.66,0.01,2.4,0.01,36.1,0.9969,3.3,0.75,10.9,0
10.5,0.71,0.34,12.5,0.105,7.3,1.0002,3.48,0.82,9.9,1
8.3,0.38,0.25,1.3,0.052,21.1,0.9986,3.26,0.61,9.0,0
9.5,0.46,0.21,2.6,0.063,27.1,0.994,3.64,0.77,11.8,1
9.8,0.46,0.5,2.4,0.051,16.8,0.993,3.36,0.84,9.7,1
8.6,0.69,0.65,5.2,0.015,9.4,0.9933,3.03,1.0,8.5,1
10.2,0.82,0.05,1.4,0.137,9.2,0.9955,3.18,0.97,10.7,0
7.6,0.83,0.09,1.6,0.182,10.9,0.996,3.38,0.3,10.0,0
8.3,0.49,0.29,1.5,0.01,18.4,0.9989,3.54,0.57,11.3,0
7.0,0.81,0.35,1.5,0.105,8.7,0.9983,3.34,0.73,9.8,0
7.1,0.6,0.32,1.7,0.031,22.1,0.9978,3.13,0.68,10.5,1
8.6,0.46,0.51,2.9,0.125,20.3,0.9955,3.3,0.79,10.5,1
9.7,0.39,0.07,4.1,0.153,1.0,0.9956,3.37,0.71,10.1,0
6.1,0.62,0.4,2.2,0.124,27.7,0.9954,3.43,0.71,9.6,0
9.0,0.82,0.65,2.5,0.044,39.1,0.9995,3.53,0.68,11.5,1
10.3,0.75,0.74,4.9,0.054,10.9,0.9955,3.5,0.73,10.8,0
10.5,0.39,0.45,2.9,0.067,25.5,0.9938,3.3,0.76,10.5,1
8.1,0.59,0.11,3.2,0.12,30.0,0.9964,3.06,0.75,10.3,0
6.5,0.38,0.58,2.8,0.077,23.4,0.9998,3.45,0.3,10.4,0
9.4,0.57,0.64,4.9,0.119,21.8,0.9966,3.24,0.46,9.6,0
9.1,0.61,0.16,1.5,0.088,1.0,0.9966,3.55,0.68,9.4,0
8.3,0.59,0.54,10.9,0.084,12.9,0.994,3.41,0.76,10.5,0
7.8,0.71,0.74,6.3,0.093,14.3,0.9978,3.28,0.74,11.0,0
8.9,0.4,0.58,2.3,0.085,29.9,0.9987,3.63,0.36,11.0,1
9.0,0.77,0.33,2.3,0.014,2.4,0.9963,3.38,0.52,11.5,1
7.6,0.46,0.35,5.7,0.042,36.4,0.9982,3.49,0.71,11.3,0
7.9,0.33,0.06,2.5,0.165,33.1,0.9907,3.2,0.77,9.9,1
5.9,0.71,0.42,2.8,0.109,5.5,0.9999,3.16,0.71,13.2,0
8.8,0.61,0.64,4.4,0.172,2.8,0.9969,2.98,0.67,12.3,0
9.0,0.7,0.78,2.2,0.045,27.3,0.9953,3.45,0.72,9.3,0
6.2,0.56,0.32,2.5,0.087,12.9,0.9959,3.26,0.78,10.7,0
8.1,0.14,0.35,1.1,0.078,13.3,1.001,3.66,0.34,9.6,0
7.4,0.38,0.04,1.4,0.038,26.2,0.9971,3.36,0.57,9.5,1
10.2,0.55,0.62,2.5,0.01,3.6,0.9975,3.36,0.74,10.1,1
6.1,0.52,0.57,1.1,0.04,26.1,0.9968,3.52,0.62,11.7,1
10.2,0.85,0.32,1.9,0.136,2.9,0.9956,3.28,0.67,9.2,0
10.5,0.39,0.57,2.4,0.065,2.3,0.9938,3.24,0.56,13.0,1
4.2,0.69,0.5,1.3,0.072,25.5,0.9982,3.13,0.58,11.1,1
9.4,0.64,0.62,1.2,0.087,23.2,0.996,3.32,0.69,9.0,0
9.2,0.1,0.25,1.0,0.095,1.0,0.9965,3.37,0.46,11.1,0
5.7,0.53,0.52,2.7,0.073,25.2,0.9988,3.23,0.7,9.8,0
7.8,0.55,0.5,1.4,0.069,36.2,0.9982,3.52,0.54,9.8,0
7.6,0.77,0.07,3.9,0.106,17.1,0.9958,3.02,0.34,11.5,0
6.7,0.22,0.22,2.7,0.164,29.4,0.9977,3.43,0.81,10.5,1
7.2,0.67,0.69,1.0,0.058,13.6,0.9982,3.15,0.93,10.1,1
9.7,0.6,0.12,1.2,0.015,27.3,0.9952,3.43,0.7,10.7,1
8.4,0.77,0.3,7.2,0.058,1.0,0.9959,3.33,0.7,9.1,0
7.3,0.42,0.18,1.3,0.082,9.4,0.9973,3.33,0.58,10.4,1
6.3,0.67,0.11,4.5,0.01,45.8,0.9982,3.39,0.9,12.5,1
9.7,0.33,0.11,1.7,0.092,31.7,0.9975,3.43,0.94,8.4,0
11.2,0.9,0.28,2.0,0.114,12.7,0.9975,3.27,0.7,10.8,1
7.9,0.45,0.64,1.1,0.038,15.7,0.9959,3.37,0.88,10.7,1
8.1,0.26,0.77,3.0,0.073,4.2,0.9949,3.42,0.67,10.2,1
12.6,0.37,0.46,2.6,0.119,16.1,0.9977,3.54,0.65,8.0,0
9.7,0.7,0.51,4.4,0.086,1.0,0.9953,3.39,0.68,9.9,0
10.2,0.52,0.62,6.9,0.094,21.6,0.9958,3.25,0.6,11.1,1
7.3,0.71,0.53,3.0,0.082,10.1,0.9931,3.59,0.97,12.1,0
6.9,0.81,0.68,8.6,0.091,23.3,0.9955,3.51,0.85,9.8,1
10.5,0.71,0.71,1.4,0.161,9.9,0.9959,3.46,0.51,9.1,0
9.1,0.7,0.5,2.1,0.114,9.3,0.9947,3.35,0.72,11.1,1
8.6,0.35,0.43,5.4,0.01,25.5,0.9949,3.3,0.69,11.2,1
9.0,0.39,0.31,3.0,0.095,11.3,0.9969,3.08,0.76,9.8,1
11.2,0.32,0.37,3.0,0.17,12.0,0.9978,3.49,0.64,11.3,0
7.1,0.54,0.28,2.5,0.089,31.8,0.9978,2.85,0.53,9.4,0
8.6,0.88,0.34,1.0,0.01,31.6,0.998,3.34,0.49,10.5,1
7.1,0.48,0.72,1.2,0.039,24.9,0.9987,3.27,0.59,10.7,0
8.8,0.85,0.78,1.2,0.082,16.2,0.9992,3.39,0.75,9.3,0
9.7,0.24,0.29,1.5,0.05,42.0,0.9964,3.27,0.76,10.4,1
8.8,0.45,0.18,1.2,0.163,30.5,0.9958,3.33,0.94,10.1,1
11.2,0.36,0.06,1.3,0.037,9.1,0.9982,3.23,0.3,8.8,1
7.4,0.61,0.67,3.5,0.085,23.7,0.9938,3.33,0.95,9.6,0
9.2,0.6,0.7,1.3,0.087,5.7,0.9965,3.19,0.3,10.4,0
10.5,0.23,0.36,2.6,0.16,20.7,0.995,3.3,0.76,10.9,1
7.7,0.38,0.43,1.2,0.083,14.1,0.9951,3.19,0.72,10.0,0
7.5,0.74,0.59,1.8,0.14,10.3,0.9956,3.58,0.49,11.2,1
8.0,0.7,0.3,7.5,0.075,20.9,0.9981,3.07,0.7,11.5,1
5.8,0.38,0.16,1.1,0.081,7.0,1.001,3.17,0.56,10.4,0
10.2,0.4,0.09,6.2,0.07,13.4,0.9982,3.25,0.88,12.8,1
8.6,0.51,0.19,4.6,0.01,20.9,0.993,3.24,0.46,11.4,1
5.4,0.37,0.52,7.3,0.134,17.0,0.9963,3.43,0.75,10.6,1
7.6,0.6,0.28,4.9,0.121,14.1,0.9954,3.31,0.81,9.6,0
10.5,0.49,0.69,5.4,0.086,12.8,0.9946,3.2,0.38,11.2,0
7.7,0.71,0.07,1.3,0.065,13.2,0.9963,3.25,0.47,10.1,0
11.0,0.49,0.33,5.5,0.029,32.7,0.9953,3.41,0.53,9.7,0
7.8,0.69,0.21,2.6,0.061,26.9,0.9951,2.98,0.38,9.1,0
5.8,0.44,0.71,2.1,0.085,1.0,0.9981,3.14,0.82,10.0,0
4.7,0.44,0.64,1.4,0.102,5.3,0.9971,3.26,0.73,8.9,1
11.9,0.52,0.79,1.0,0.109,3.1,1.0,3.34,0.77,12.2,1
6.9,0.25,0.1,3.6,0.044,11.3,0.9943,3.3,0.79,10.5,1
7.3,0.52,0.63,4.2,0.046,28.9,0.9938,3.35,0.7,9.4,1
8.1,0.73,0.1,2.2,0.084,7.4,0.9961,3.29,0.38,10.6,0
8.7,0.32,0.12,1.4,0.071,20.8,0.9957,3.42,0.6,10.5,0
6.6,0.71,0.03,1.4,0.119,27.6,0.998,3.27,0.83,12.4,0
10.5,0.54,0.37,1.5,0.021,1.0,0.9975,3.2,0.6,11.5,0
8.8,0.56,0.1,1.1,0.114,10.2,0.9979,3.12,0.68,9.5,0
10.4,0.6,0.28,2.1,0.09,1.0,0.9936,3.26,0.83,9.4,0
4.9,0.48,0.22,3.4,0.058,9.3,0.9962,3.29,0.86,11.5,0
9.1,0.59,0.78,2.5,0.102,21.0,0.9929,3.26,0.98,10.1,0
9.0,0.49,0.53,1.3,0.115,1.0,0.9988,3.06,0.66,8.7,0
8.3,0.42,0.33,5.2,0.01,16.0,0.995,3.35,0.6,10.0,0
7.4,0.74,0.7,1.8,0.179,1.0,0.9966,3.31,0.65,10.2,0
5.8,0.31,0.05,3.3,0.085,2.6,0.9937,3.4,0.57,11.2,0
6.0,0.44,0.27,1.7,0.109,28.5,0.9951,3.27,0.65,10.5,1
10.5,0.68,0.41,3.3,0.107,23.2,0.9961,3.16,0.56,9.5,0
8.9,0.36,0.04,1.3,0.095,2.5,0.9965,3.29,0.83,10.9,0
8.0,0.5,0.12,3.7,0.062,15.9,0.9969,3.59,0.54,10.5,0
7.9,0.28,0.72,3.1,0.091,13.5,0.9981,3.2,0.96,8.0,0
10.0,0.45,0.14,2.8,0.087,18.8,0.9988,3.26,0.3,11.0,1
10.0,0.27,0.74,1.6,0.1,25.1,0.998,3.17,0.65,9.3,0
6.9,0.4,0.08,2.9,0.159,42.5,0.9969,3.3,0.82,10.1,0
5.8,0.56,0.71,6.7,0.073,12.3,0.9954,3.18,0.48,9.8,1
8.9,0.52,0.36,1.3,0.044,36.9,0.9961,3.27,0.51,8.0,0
10.4,0.73,0.46,4.0,0.089,6.7,0.9966,3.48,0.76,10.8,1
9.5,0.66,0.23,1.3,0.052,14.6,0.9974,3.42,0.78,8.8,0
11.1,0.46,0.22,2.0,0.035,10.8,0.995,3.29,0.52,10.0,0
8.0,0.7,0.39,3.9,0.052,11.3,0.9964,3.3,0.64,10.1,1
8.8,0.5,0.28,3.1,0.021,18.4,0.9984,3.43,0.9,8.5,0
8.2,0.41,0.06,3.8,0.027,24.0,0.9986,3.02,0.69,11.4,1
9.6,0.31,0.28,9.3,0.156,19.7,0.9959,3.23,0.47,10.0,0
7.1,0.79,0.2,9.7,0.137,24.1,0.9956,3.52,0.41,10.1,0
8.6,0.76,0.68,7.2,0.085,23.2,0.9969,3.42,0.73,10.6,1
11.1,0.49,0.67,2.7,0.036,19.4,0.9966,3.27,0.81,10.0,0
7.1,0.51,0.11,2.0,0.01,14.7,0.9931,3.01,0.85,9.4,1
4.9,0.49,0.58,1.8,0.074,9.5,1.0002,3.02,0.9,9.1,1
9.2,0.19,0.36,3.1,0.118,11.0,0.9954,3.05,0.7,12.4,0
12.1,0.51,0.69,2.5,0.081,30.2,0.9958,3.14,0.66,10.4,0
7.1,0.14,0.22,14.0,0.131,10.5,0.9942,3.17,0.71,9.5,1
10.5,0.32,0.07,2.9,0.067,22.1,0.9987,3.46,0.76,10.8,0
8.3,0.53,0.64,2.0,0.073,31.9,0.9953,3.09,0.56,11.4,1
6.6,0.68,0.69,3.5,0.112,21.5,0.9975,3.19,0.7,13.5,1
9.5,0.23,0.67,1.1,0.024,18.6,0.998,3.39,0.49,10.4,0
5.9,0.5,0.26,1.3,0.096,34.2,0.9954,3.32,0.3,9.8,0
10.9,0.52,0.02,3.7,0.094,17.7,0.9952,3.37,0.61,8.0,0
8.5,0.5,0.11,1.3,0.076,11.9,0.9972,3.3,0.78,10.3,0
5.4,0.59,0.74,4.5,0.15,33.3,0.9927,3.48,0.37,9.8,0
11.5,0.67,0.29,1.2,0.119,12.0,0.998,3.4,0.79,10.5,1
9.8,0.54,0.7,3.3,0.013,16.7,0.9962,3.14,0.76,10.5,0
8.8,0.81,0.78,3.8,0.069,10.7,0.9952,3.21,0.53,11.7,0
9.8,0.49,0.32,4.8,0.054,1.0,0.9956,3.33,0.96,10.6,1
4.1,0.35,0.62,6.4,0.081,1.0,0.9962,3.31,0.57,10.5,0
7.2,0.86,0.14,1.9,0.041,4.7,0.9959,3.46,0.4,10.6,1
12.6,0.97,0.31,4.2,0.037,16.4,0.9995,3.48,0.74,10.0,1
8.5,0.64,0.56,1.2,0.079,17.7,0.9944,3.46,0.83,11.9,0
7.2,0.12,0.17,5.4,0.091,19.6,0.9948,3.29,0.94,10.8,1
8.6,0.58,0.26,6.5,0.048,8.9,0.9967,3.47,0.67,11.2,0
6.4,0.41,0.45,4.5,0.043,8.1,0.9989,3.49,0.82,10.1,1
11.0,0.8,0.55,1.8,0.013,49.0,0.9959,3.33,0.57,9.2,0
7.5,0.53,0.29,1.2,0.102,8.8,0.9948,3.06,0.76,9.3,1
5.6,0.41,0.3,2.4,0.069,20.6,0.9969,3.15,0.95,12.0,1
8.6,0.59,0.09,1.8,0.059,27.4,0.998,3.23,1.07,12.5,0
10.0,0.76,0.79,2.9,0.126,20.8,0.9979,3.24,0.55,9.6,1
9.5,0.38,0.49,2.3,0.01,13.3,0.994,3.2,0.91,9.2,1
5.9,0.67,0.42,1.4,0.112,4.0,0.9979,3.25,0.5,11.3,1
6.7,0.19,0.17,5.5,0.154,3.7,0.9958,3.38,0.56,9.9,0
4.7,0.51,0.39,6.0,0.01,11.4,0.9938,3.34,0.59,8.6,0
9.5,0.28,0.36,5.2,0.01,14.4,0.9986,3.23,0.81,9.0,1
9.1,0.38,0.21,1.6,0.019,15.5,0.9935,3.38,0.68,10.3,1
9.3,0.74,0.36,2.4,0.03,8.3,0.994,3.39,0.42,12.9,0
7.6,0.47,0.16,1.5,0.134,10.9,0.9987,3.38,0.74,12.3,1
5.1,0.4,0.57,3.7,0.074,30.5,0.9938,3.32,0.89,9.7,0
6.9,0.74,0.73,5.1,0.182,5.1,0.9954,3.36,0.68,8.9,0
10.2,0.63,0.0,3.2,0.069,8.7,0.9948,3.31,0.81,9.9,0
8.9,0.19,0.45,3.0,0.073,2.2,0.9963,3.26,0.53,10.2,1
5.4,0.52,0.59,4.1,0.149,45.9,0.9952,3.41,0.82,10.5,1
7.8,0.54,0.73,1.3,0.01,1.0,0.9947,3.45,0.54,9.7,0
9.3,0.67,0.29,1.7,0.092,12.2,0.9976,3.19,0.68,9.7,1
8.1,0.48,0.73,1.9,0.113,35.0,0.998,3.66,0.51,11.1,1
5.9,0.88,0.66,2.9,0.139,30.4,0.995,3.15,0.46,10.0,0
7.5,0.58,0.42,10.3,0.129,19.5,0.9974,3.3,0.48,10.1,0
7.1,0.25,0.21,6.0,0.099,21.0,1.0018,3.4,0.59,10.7,0
8.4,0.46,0.52,1.7,0.148,4.5,0.9967,3.35,0.69,11.3,1
8.8,0.73,0.21,1.7,0.151,1.0,0.9967,3.16,0.52,10.6,1
7.2,0.48,0.28,2.4,0.118,9.0,0.9965,3.34,1.11,11.0,1
9.4,0.55,0.37,10.2,0.039,10.4,0.9968,3.54,0.61,12.1,1
11.1,0.52,0.4,1.4,0.094,21.3,0.9966,3.28,0.44,10.0,0
13.6,0.1,0.15,8.9,0.126,14.9,0.9931,3.1,0.3,11.2,1
6.7,0.46,0.56,1.5,0.074,33.4,0.9973,3.1,0.98,9.5,0
8.4,0.45,0.79,6.4,0.12,18.6,0.9954,3.48,0.74,10.4,0
5.2,0.83,0.2,5.4,0.084,1.0,0.9945,3.26,0.49,9.8,0
7.5,0.77,0.44,6.3,0.06,1.0,0.9939,3.31,0.6,10.6,0
10.5,0.32,0.36,6.6,0.094,11.9,0.9944,3.36,0.54,11.5,1
4.4,0.26,0.25,1.6,0.023,8.4,1.0,2.92,0.8,9.4,0
7.6,0.66,0.34,4.8,0.099,15.7,0.9955,3.47,1.01,11.7,1
8.2,0.53,0.59,3.9,0.053,24.1,0.9957,3.58,0.51,10.2,0
5.6,0.56,0.33,6.3,0.114,22.3,0.9986,3.25,0.79,10.4,1
8.9,0.32,0.41,2.7,0.034,4.4,0.9984,3.29,0.67,9.6,0
8.7,0.52,0.38,2.3,0.177,28.4,0.9955,3.42,0.58,8.8,0
7.3,0.41,0.44,4.2,0.039,12.3,0.9947,3.24,0.61,9.7,0
9.4,0.33,0.23,1.8,0.127,16.4,0.9997,3.47,0.47,11.1,1
6.9,0.47,0.41,5.3,0.08,6.4,0.9977,3.39,0.71,9.2,1
9.1,0.5,0.11,1.8,0.111,20.2,0.9955,3.5,0.72,11.0,1
8.3,0.31,0.59,1.1,0.121,19.6,0.9996,3.14,0.77,9.1,0
8.7,0.46,0.09,3.0,0.078,31.4,0.9959,3.36,0.69,8.9,0
7.9,0.4,0.63,5.5,0.079,9.2,0.9953,3.37,0.49,9.7,0
6.0,0.49,0.66,3.9,0.078,16.9,0.9945,3.42,0.77,9.8,1
5.9,0.46,0.02,12.3,0.01,19.9,0.994,3.29,0.52,11.7,0
7.0,0.83,0.66,1.4,0.126,19.1,0.997,3.17,0.65,11.4,0
7.4,0.57,0.52,2.1,0.089,29.5,0.9902,3.09,0.5,9.8,0
8.8,0.44,0.08,2.2,0.071,7.7,0.9942,3.23,0.83,11.5,0
8.2,0.71,0.8,1.1,0.081,20.9,0.9966,3.21,0.54,10.5,0
7.5,0.15,0.49,1.1,0.066,21.8,0.999,3.25,1.02,9.1,0
4.9,0.63,0.32,1.1,0.01,12.1,0.9979,3.28,0.57,10.1,0
7.1,0.57,0.71,2.3,0.066,18.4,0.9992,3.12,0.75,9.7,1
6.3,0.58,0.03,5.7,0.087,17.9,0.9964,3.16,0.76,11.0,0
11.3,0.44,0.57,4.1,0.049,20.6,1.0008,3.24,0.44,9.3,0
8.4,0.68,0.11,2.5,0.089,12.6,0.9934,3.37,0.33,10.0,0
11.0,0.59,0.44,1.8,0.127,7.6,0.9952,3.21,0.49,10.8,0
8.4,0.69,0.08,1.0,0.059,17.6,0.9983,3.37,0.69,10.2,0
11.5,0.37,0.54,1.5,0.019,23.1,0.997,3.57,0.5,11.2,0
8.8,0.73,0.37,2.2,0.089,5.8,0.995,3.31,0.52,10.6,0
8.9,0.43,0.01,2.2,0.107,25.0,0.9973,3.55,0.94,9.1,1
11.6,0.26,0.06,1.8,0.168,17.8,0.9955,3.49,0.57,10.9,0
7.1,0.86,0.56,15.6,0.064,14.5,0.9958,3.39,0.81,11.9,1
7.2,0.68,0.32,2.5,0.089,15.3,1.0005,3.24,0.61,10.4,1
8.5,0.88,0.54,1.8,0.144,3.9,0.9987,3.27,0.62,10.7,1
13.3,0.53,0.31,2.3,0.047,18.1,0.9979,3.45,0.58,9.3,0
7.7,0.71,0.29,1.8,0.113,13.7,0.9978,3.32,0.63,9.6,0
8.8,0.75,0.68,2.1,0.112,18.7,0.9945,3.6,0.42,12.3,1
9.8,0.47,0.68,1.3,0.116,14.3,0.9948,3.26,0.51,11.8,1
11.0,0.24,0.74,1.0,0.059,10.5,0.9979,3.29,0.53,10.6,0
9.8,0.6,0.66,2.7,0.044,4.1,0.9986,3.59,0.77,10.5,0
10.8,0.58,0.1,2.7,0.075,1.0,0.9986,3.16,0.92,11.1,0
9.6,0.59,0.05,1.4,0.086,12.0,0.9958,3.62,0.88,9.3,1
8.5,0.53,0.05,5.5,0.024,1.0,0.9949,2.98,0.61,11.7,1
6.5,0.44,0.78,1.5,0.111,1.0,0.9975,3.18,0.49,11.2,1
7.4,0.42,0.4,4.7,0.126,24.9,0.9938,3.14,0.64,10.0,1
7.7,0.65,0.09,1.5,0.028,6.6,0.9958,3.06,0.73,10.3,0
8.8,0.1,0.44,1.8,0.129,22.8,0.999,3.21,0.65,10.3,1
9.2,0.22,0.57,1.8,0.032,21.7,0.9956,3.24,0.79,9.9,1
11.6,0.2,0.08,1.7,0.053,7.7,0.9981,3.34,0.47,10.1,1
4.8,0.17,0.28,8.6,0.088,25.9,0.9925,3.0,0.66,11.1,1
8.2,0.5,0.15,1.8,0.092,30.0,0.9963,3.58,0.65,10.7,1
11.5,0.63,0.78,2.7,0.151,1.0,0.9944,3.23,0.62,10.3,0
6.0,0.62,0.25,4.3,0.117,25.2,0.9928,3.34,0.55,11.3,0
7.1,0.31,0.55,2.0,0.1,9.1,0.9953,3.22,0.41,11.8,1
9.1,0.22,0.73,1.0,0.055,1.0,0.9965,3.31,0.42,9.5,0
9.8,0.56,0.69,4.6,0.064,18.4,0.996,3.35,0.97,12.3,1
5.9,0.62,0.32,1.8,0.042,21.7,0.997,3.41,0.44,11.5,1
10.9,0.63,0.25,6.2,0.065,15.3,0.9977,3.05,0.56,11.8,1
9.3,0.27,0.65,2.7,0.168,34.9,0.9974,3.58,0.54,13.7,1
5.9,0.68,0.16,3.4,0.082,23.7,0.9966,2.93,0.58,11.3,0
10.3,0.56,0.57,8.5,0.096,15.2,0.9973,3.35,1.02,8.6,0
10.0,0.35,0.67,6.1,0.066,17.7,0.9938,3.35,0.74,9.5,0
8.3,0.42,0.68,4.9,0.043,47.7,0.9941,3.2,0.57,8.9,0
7.5,0.37,0.01,2.9,0.094,20.9,0.9945,3.29,0.65,12.0,1
6.3,0.38,0.4,1.5,0.094,30.6,0.9967,3.34,0.79,11.9,0
7.6,0.73,0.29,5.6,0.142,26.0,0.9984,3.18,0.86,12.4,1
10.1,0.62,0.78,1.2,0.064,3.8,1.0,2.9,0.73,11.3,0
5.4,0.33,0.44,6.5,0.066,4.8,0.9975,3.24,0.97,12.3,0
6.9,0.45,0.34,4.6,0.051,15.6,0.9934,3.59,0.52,8.7,0
8.8,0.64,0.2,5.1,0.097,14.8,0.9973,3.15,0.61,10.4,1
9.5,0.17,0.68,2.2,0.137,19.0,0.9983,3.23,0.69,9.4,1
9.4,0.64,0.26,1.2,0.136,29.0,0.9956,3.24,0.72,8.6,0
7.0,0.89,0.66,4.2,0.168,24.6,0.9961,3.24,0.55,12.4,1
8.1,0.59,0.71,10.5,0.027,1.0,0.9985,3.08,0.84,9.1,0
7.5,0.5,0.05,5.9,0.103,9.1,0.9964,3.43,0.76,10.2,1
8.8,0.26,0.41,5.6,0.108,33.1,0.9969,3.36,0.57,10.9,1
9.3,0.12,0.34,3.5,0.018,22.4,0.996,3.26,0.6,9.5,1
8.0,0.44,0.31,1.3,0.132,1.0,0.9989,3.13,0.83,8.4,1
8.5,0.62,0.3,6.0,0.01,14.0,0.9937,3.21,0.56,10.6,1
8.3,0.5,0.43,1.6,0.076,1.0,0.9962,3.38,0.5,9.8,0
5.6,0.75,0.1,1.8,0.01,27.2,0.9957,3.37,0.46,12.5,0
10.5,0.6,0.7,4.5,0.229,21.5,0.9955,3.3,0.33,10.7,0
10.1,0.39,0.45,4.2,0.082,13.9,0.9944,3.39,0.59,11.1,0
5.2,0.76,0.28,1.2,0.132,15.1,0.9993,3.62,0.3,8.0,0
11.9,0.64,0.19,1.7,0.088,21.7,0.996,3.48,0.54,10.9,0
9.0,0.25,0.49,5.3,0.054,29.0,0.9953,3.12,1.05,10.3,1
9.2,0.35,0.63,8.5,0.139,20.5,0.9983,3.56,0.53,12.0,0
7.4,0.44,0.35,1.8,0.085,23.5,0.9967,3.27,0.79,9.6,0
8.5,0.85,0.79,4.6,0.031,20.1,0.9932,3.42,0.7,11.0,1
9.2,0.66,0.43,2.8,0.057,30.4,0.9928,3.27,0.9,9.2,0
11.4,0.34,0.78,2.2,0.04,35.0,0.9964,3.04,0.54,8.8,0
6.4,1.1,0.77,6.7,0.083,9.0,0.9978,3.34,0.67,9.8,1
10.2,0.67,0.48,3.0,0.074,13.9,0.9965,3.51,0.61,10.0,1
7.6,0.32,0.47,3.9,0.077,16.5,0.9938,3.16,0.67,9.2,0
10.7,0.48,0.08,3.2,0.109,8.7,0.9986,3.25,0.47,10.1,0
5.8,0.44,0.74,3.6,0.213,12.1,0.9951,3.62,0.55,10.8,0
8.2,0.38,0.64,2.8,0.09,15.1,1.001,3.5,0.43,11.4,0
4.8,0.76,0.4,2.9,0.049,16.1,0.9964,3.44,0.46,8.2,0
7.2,0.51,0.25,5.8,0.193,11.5,0.9977,3.41,0.68,10.5,0
7.5,0.7,0.67,1.9,0.156,10.3,0.9989,3.35,0.99,8.2,0
9.0,0.51,0.23,4.3,0.113,16.5,0.9972,3.18,0.84,12.0,1
5.6,0.47,0.43,1.8,0.093,7.4,0.9966,3.23,0.7,11.7,0
11.1,0.42,0.16,1.2,0.106,19.7,0.9982,3.51,0.57,10.3,0
11.4,0.53,0.64,6.8,0.01,2.9,0.9961,3.29,0.41,9.5,1
8.6,0.39,0.6,2.3,0.012,15.7,0.9971,3.04,0.42,10.3,1
6.1,0.52,0.23,3.9,0.128,33.4,0.9963,3.33,0.66,9.0,0
5.9,0.43,0.09,4.5,0.155,13.3,0.9968,3.02,0.99,12.3,0
8.5,0.29,0.14,5.0,0.01,25.2,0.9984,3.2,0.77,9.2,0
7.0,0.47,0.49,1.6,0.046,4.1,0.9943,3.05,0.7,11.2,1
10.5,0.21,0.12,3.7,0.056,11.5,0.9958,3.31,1.05,9.7,1
7.7,0.77,0.26,4.6,0.043,22.8,0.9957,3.35,0.68,11.0,0
9.1,0.62,0.67,1.3,0.101,1.0,0.9987,3.53,0.75,10.1,1
8.2,0.45,0.07,1.4,0.122,22.4,0.9964,3.4,1.03,11.2,1
7.4,0.21,0.46,2.1,0.039,15.1,0.9948,3.24,0.83,11.6,1
7.0,0.53,0.32,1.9,0.02,12.3,0.9928,3.17,0.74,10.0,0
6.3,0.57,0.1,5.0,0.032,31.1,0.999,3.38,0.3,10.7,0
7.7,0.61,0.41,3.6,0.066,1.0,0.9967,3.06,0.91,12.5,1
8.4,0.39,0.41,2.7,0.162,20.0,0.9963,3.54,0.44,10.4,0
8.7,0.57,0.3,1.3,0.09,24.6,0.9965,3.37,0.37,11.0,1
8.4,0.87,0.04,1.3,0.178,8.3,0.9989,3.13,0.71,11.3,0
8.0,0.44,0.17,2.8,0.124,1.0,0.9976,3.19,0.76,9.2,0
5.1,0.72,0.32,6.4,0.058,19.0,0.9929,3.23,0.48,8.8,0
10.3,0.53,0.22,4.7,0.093,24.6,0.9979,3.3,0.4,10.5,0
5.7,0.5,0.13,6.3,0.062,31.4,0.9931,3.36,0.3,9.9,0
9.2,0.55,0.39,3.1,0.036,1.0,0.9981,3.27,0.57,9.3,1
10.4,0.43,0.32,1.6,0.073,13.1,0.9958,3.36,0.61,8.2,0
10.3,0.56,0.53,1.1,0.124,39.1,0.9982,3.24,0.42,10.0,0
9.7,0.7,0.45,8.0,0.06,18.6,0.9983,3.53,1.0,10.2,1
8.4,0.69,0.14,2.6,0.076,19.0,0.9954,3.42,0.54,11.0,0
6.8,0.74,0.55,5.9,0.059,22.0,0.9967,3.47,0.56,10.3,0
5.9,0.42,0.37,4.3,0.151,16.2,0.9972,3.36,0.83,8.7,0
8.4,0.54,0.09,5.5,0.079,12.9,0.9953,3.49,0.5,10.0,1
7.1,0.92,0.01,1.6,0.072,13.8,0.9952,2.99,1.0,9.2,1
7.4,0.35,0.5,3.8,0.073,31.1,0.9976,3.31,0.83,11.1,1
9.5,0.51,0.49,4.2,0.102,23.8,0.9993,3.54,0.6,12.1,1
